code;name;baseidd;region;idd;time_start;time_end;opening_date;zone;s_stat;phone;phoneext;email;addr
520;м-н Егорьевск ТЦ Форум;0001287;Центральный регион;00005550003620199;09:00;21:00;2011-09-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1626;rozn1287@gloria-jeans.ru;МО, г. Егорьевск, ул. Советская 157
525;м-н Одинцово ТЦ Подворье;0001292;Центральный регион;00005550003620205;09:00;21:00;2011-11-03 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1581;rozn1292@gloria-jeans.ru;г. Одинцово, ул. Советская,д.2
526;м-н Новокузнецк Металлургов;0001293;Сибирь;00005550003620206;10:00;21:00;2011-11-04 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1582;rozn1293@gloria-jeans.ru;Кемеровская обл., г. Новокузнецк, ул. Металлургов 1
527;м-н Рязань ТЦ М5;0001294;Центральный регион;00005550003620207;10:00;22:00;2011-11-11 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1585;rozn1294@gloria-jeans.ru;г. Рязань, Московское шоссе, 65А
530;м-н Лесосибирск ТЦ АЛПИ;0001297;Сибирь;00005550003620211;10:00;20:00;2011-10-12 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1569;rozn1297@gloria-jeans.ru;г. Лесосибирск, ул. Победы, д.31Б
533;м-н Сыктывкар ТЦ Макси;0001300;Северо-Западный регион;00005550003645411;10:00;21:00;2011-11-01 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1578;rozn1300@gloria-jeans.ru;Республика Коми, г. Сыктывкар, Октябрьский пр. д.141
536;м-н Красноярск АЛПИ 60 лет Октября;0001303;Сибирь;00005550003645414;10:00;21:00;2011-10-15 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1379;rozn1303@gloria-jeans.ru;г. Красноярск, ул.60 лет Октября,зд.48
537;м-н Дмитров Советская;0001304;Центральный регион;00005550003645415;10:00;22:00;2011-11-18 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1590;rozn1304@gloria-jeans.ru;г. Дмитров, ул. Загорская 22
538;м-н Красноуфимск Озерная;0001305;Урал;00005550003645416;10:00;20:00;2011-12-01 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1625;rozn1305@gloria-jeans.ru;г. Красноуфимск, ул. Озерная 22
539;м-н Бугуруслан Коммунистическая;0001306;Поволжье;00005550003645417;10:00;20:00;2011-11-24 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1592;rozn1306@gloria-jeans.ru;г. Бугуруслан, ул. Коммунистическая 18
540;м-н Астрахань ТЦ Ярмарка;0001307;Южный регион;00005550003645418;10:00;22:00;2011-11-26 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1593;rozn1307@gloria-jeans.ru;г. Астрахань, Вокзальная площадь 13
541;м-н С.-Петербург ТЦ Академ Парк;0001308;Северо-Западный регион;00005550003645419;10:00;22:00;2011-12-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1634;rozn1308@gloria-jeans.ru;г. С.-Петербург, пр-кт Гражданский 41 корпус 2, литер Б
544;м-н Ахтубинск Нестерова;0001311;Южный регион;00005550003645422;09:00;21:00;2011-12-08 00:00:00.000;UTC +03:00;Подготовка к закрытию;+7-8514-13-72-11;1599;rozn1311@gloria-jeans.ru;г. Ахтубинск, ул. Нестерова 5 б
545;м-н Хасавюрт ТЦ Майн Рид;0001312;Южный регион;00005550003645423;09:00;19:00;2011-12-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1640;rozn1312@gloria-jeans.ru;Республика Дагестан, г.Хасавюрт, Махачкалинское шоссе 9
546;м-н Серпухов ТЦ Корстон;0001313;Центральный регион;00005550003645424;10:00;22:00;2012-02-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1647;rozn1313@gloria-jeans.ru;Московская обл., г. Серпухов, Борисовское шоссе 1
547;м-н Москва ТЦ Александр Лэнд;0001314;Центральный регион;00005550003645425;10:00;21:00;2011-11-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1594;rozn1314@gloria-jeans.ru;г. Москва, ул. Пришвина 22
549;м-н Вологда ТЦ Рио;0001316;Северо-Западный регион;00005550003645427;10:00;21:00;2011-10-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1361;rozn1316@gloria-jeans.ru;г. Вологда, Окружное шоссе 12
551;м-н Челябинск ТЦ Фиеста;0001318;Урал;00005550003645429;10:00;22:00;2011-11-04 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1583;rozn1318@gloria-jeans.ru;г. Челябинск, ул. Молодогвардейцев 7
552;м-н Уфа ТЦ Июнь;0001319;Поволжье;00005550003645430;10:00;22:00;2012-02-02 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1646;rozn1319@gloria-jeans.ru;г. Уфа, Октябрьский р-н, ул. Комсомольская 112
553;м-н Россошь ТЦ Якиманка;0001320;Центральный регион;00005550003645431;09:00;20:00;2011-10-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1572;rozn1320@gloria-jeans.ru;г. Россошь, пл. Октябрьская 18-а
559;м-н Алапаевск Ленина;0001325;Урал;00005550003645446;10:00;21:00;2011-12-28 00:00:00.000;UTC +05:00;Подготовка к закрытию;+7-34346-2-10-50;1635;rozn1325@gloria-jeans.ru;г. Алапаевск, Ленина, д.8
560;м-н Ишим Маркса;0001326;Урал;00005550003645447;10:00;20:00;2011-12-23 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1630;rozn1326@gloria-jeans.ru;г.Ишим, ул.К.Маркса 62/1
561;м-н Биробиджан Советская;0001327;Дальний Восток;00005550003645448;10:00;21:00;2011-12-10 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1623;rozn1327@gloria-jeans.ru;ЕАО, г. Биробиджан, ул. Советская 58
562;м-н Борисоглебск ТЦ Первый;0001328;Центральный регион;00005550003645449;10:00;21:00;2011-12-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1622;rozn1328@gloria-jeans.ru;Воронежская обл., г. Борисоглебск, ул. Советская 80
563;м-н Саратов ТЦ Хэппи Молл;0001329;Поволжье;00005550003645450;10:00;22:00;2011-12-01 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1595;rozn1329@gloria-jeans.ru;г.Саратов, Расково, Вольский тракт 2
564;м-н Северодвинск ТЦ Сити;0001330;Северо-Западный регион;00005550003645451;10:00;21:00;2012-01-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1638;rozn1330@gloria-jeans.ru;г. Северодвинск, пр-кт Морской 70
566;м-н Омск ТЦ ОК;0001332;Сибирь;00005550003645453;10:00;22:00;2011-12-22 00:00:00.000;UTC +06:00;Действует;8-800-500-82-82;1628;rozn1332@gloria-jeans.ru;г. Омск, ул. Энтузиастов 2/1
567;м-н Уфа ТЦ Мега;0001333;Поволжье;00005550003645454;10:00;22:00;2011-12-09 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1621;rozn1333@gloria-jeans.ru;г. Уфа, Кировский р-он, Рубежная 174
571;м-н Славянск-на-Кубани Ковтюха;0001337;Южный регион;00005550003793991;09:00;19:00;2011-12-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1633;rozn1337@gloria-jeans.ru; г. Славянск-на-Кубани, ул. Ковтюха 50
572;м-н Петропавловск-Камчатский ТЦ Пассаж;0001338;Дальний Восток;00005550003793992;10:00;21:00;2012-03-01 00:00:00.000;UTC +12:00;Действует;8-800-500-82-82;1584;rozn1338@gloria-jeans.ru;Петропавловск-Камчатский, пр. Победы 67
573;м-н Черкесск ТЦ Панорама;0001339;Южный регион;00005550003793993;10:00;22:00;2016-07-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1985;rozn1339@gloria-jeans.ru;Карачаево-Черкесская Республика, г. Черкесск, ул. Кавказская, 37
576;м-н Пятигорск ТЦ Галерея;0001342;Южный регион;00005550003814601;10:00;22:00;2016-09-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1997;rozn1342@gloria-jeans.ru;Ставропольский край, г. Пятигорск, пр. Кирова,65
577;м-н Домодедово ТЦ Торговый Квартал;0001343;Центральный регион;00005550003814602;10:00;22:00;2012-02-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1657;rozn1343@gloria-jeans.ru;г. Домодедово, микрорайон Северный, Каширское шоссе, стр.3 а
578;м-н Белогорск Ленина;0001344;Дальний Восток;00005550003814603;10:00;20:00;2012-02-18 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1653;rozn1344@gloria-jeans.ru;Амурская обл., г.Белогорск, ул.Ленина,63
579;м-н Киров ТЦ Лето;0001345;Центральный регион;00005550003814604;09:00;21:00;2012-02-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1655;rozn1345@gloria-jeans.ru;г.Киров, ул.Комсомольская 37А
581;м-н Ессентуки ТЦ Каньон;0001347;Южный регион;00005550003814606;10:00;21:00;2012-04-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1273;rozn1347@gloria-jeans.ru;Ставропольский край, г. Ессентуки, ул. Ермолова 2
583;м-н Зеленогорск ТЦ Аллея;0001349;Сибирь;00005550003814608;10:00;20:00;2012-03-16 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1687;rozn1349@gloria-jeans.ru;Красноярский край, г. Зеленогорск, ул. Песчаная 2
601;м-н Радужный ТЦ Подсолнух;0001367;Урал;00005550003814609;10:00;20:00;2012-04-27 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1319;rozn1367@gloria-jeans.ru;ХМАО-ЮГРА, Тюменская обл., г. Радужный, микрорайон 4, строение 18а
585;м-н Нижний Новгород ТЦ 7 Небо;0001351;Центральный регион;00005550003814611;10:00;22:00;2012-04-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1047;rozn1351@gloria-jeans.ru;г. Нижний Новгород, ул. Бетанкура 1
587;м-н С.-Петербург ТЦ Порт Находка;0001353;Северо-Западный регион;00005550003814613;10:00;22:00;2012-03-13 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1659;rozn1353@gloria-jeans.ru;г. Санкт-Петербург, ул. Тепловозная, д. 31
589;м-н Северск ТЦ Мармелайт;0001355;Сибирь;00005550003814615;10:00;22:00;2012-04-27 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1329;rozn1355@gloria-jeans.ru;ЗАТО Северск, ул. Курчатова 11а
590;м-н Москва ТЦ Город;0001356;Центральный регион;00005550003814617;10:00;22:00;2012-05-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1686;rozn1356@gloria-jeans.ru;г. Москва, Шоссе Энтузиастов 12, корпус 2
603;м-н Оренбург ТЦ Чайка;0001369;Поволжье;00005550003814619;10:00;21:00;2012-05-20 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1679;rozn1369@gloria-jeans.ru;г. Оренбург, пр. Гагарина 29/2
592;м-н Ульяновск ТЦ Энтерра;0001358;Поволжье;00005550003814620;10:00;21:00;2012-03-30 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1666;rozn1358@gloria-jeans.ru;г. Ульяновск, ул. Радищева 39
605;м-н Кыштым Либкнехта;0001371;Урал;00005550003814622;10:00;20:00;2012-04-13 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1770;rozn1371@gloria-jeans.ru; г. Кыштым, ул. Карла Либкнехта 178
593;м-н Чебоксары ТЦ Мадагаскар;0001359;Поволжье;00005550003814623;10:00;22:00;2012-04-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1668;rozn1359@gloria-jeans.ru;г. Чебоксары, ул. Ленинского Комсомола 21а
606;м-н Клинцы Ленина;0001372;Центральный регион;00005550003814624;10:00;20:00;2012-04-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1437;rozn1372@gloria-jeans.ru;г. Клинцы, пр. Ленина, 13
594;м-н Первоуральск ТЦ Строитель;0001360;Урал;00005550003814626;10:00;21:00;2012-04-19 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1748;rozn1360@gloria-jeans.ru;Свердловская область, г. Первоуральск, пр. Ильича 31
595;м-н Ростов ТЦ РИО;0001361;Южный регион;00005550003814628;10:00;22:00;2012-04-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1674;rozn1361@gloria-jeans.ru;г. Ростов-на-Дону, пр. Михаила Нагибина 17
609;м-н Волжск ТЦ Глория;0001375;Поволжье;00005550003814629;09:00;20:00;2012-05-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1682;rozn1375@gloria-jeans.ru;Республика Марий Эл, г.Волжск, ул.Ленина 55в
610;м-н Подольск ТЦ Дриада;0001376;Центральный регион;00005550003814630;10:00;22:00;2012-06-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1694;rozn1376@gloria-jeans.ru;г.Подольск, ул.Свердлова 26 ТЦ Галерея
596;м-н Пермь Юрша;0001362;Урал;00005550003814631;10:00;21:00;2012-04-17 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1669;rozn1362@gloria-jeans.ru;г Пермь, ул. Юрша 82
611;м-н Луга Володарского;0001377;Северо-Западный регион;00005550003814632;10:00;21:00;2012-05-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1768;rozn1377@gloria-jeans.ru;г. Луга, проспект Володарского 30а
612;м-н Темрюк ТЦ Икс Эль;0001378;Южный регион;00005550003814633;09:00;20:00;2012-08-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1762;rozn1378@gloria-jeans.ru;г.Темрюк, ул. Калинина  кв. 184 №1/1 №2
613;м-н Киров Ленина;0001379;Центральный регион;00005550003814634;10:00;21:00;2012-04-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1225;rozn1379@gloria-jeans.ru;г. Киров, ул. Ленина 102а
614;м-н Соликамск Бисмарк-1;0001380;Урал;00005550003814639;10:00;20:00;2012-05-09 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1692;rozn1380@gloria-jeans.ru;Пермский край, г. Соликамск, ул. 20 лет Победы, д.99 а
615;м-н Владивосток ТЦ Черемушки;0001381;Дальний Восток;00005550003814640;10:00;21:00;2012-05-19 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1681;rozn1381@gloria-jeans.ru;Приморский край, г. Владивосток, ул. Черемуховая 15
617;м-н Орел ТЦ РИО;0001383;Центральный регион;00005550003814642;10:00;22:00;2012-08-04 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1751;rozn1383@gloria-jeans.ru;г.Орел, Московское шоссе, 175
619;м-н Всеволожск ТЦ Юбилейный;0001385;Северо-Западный регион;00005550003814644;10:00;21:00;2012-05-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1683;rozn1385@gloria-jeans.ru;Ленинградская  область, г. Всеволожск, Октябрьский пр., д. 85
621;м-н Махачкала ТЦ Оазис;0001387;Южный регион;00005550003814646;10:00;20:00;2012-06-09 00:00:00.000;UTC +03:00;Временно не работает;8-800-500-82-82;1698;rozn1387@gloria-jeans.ru;г. Махачкала, пр-кт Гамидова 16 В
622;м-н Москва ТЦ Облака;0001388;Центральный регион;00005550003814647;10:00;22:00;2012-05-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1688;rozn1388@gloria-jeans.ru;г. Москва, Ореховый бульвар 22А
623;м-н Павловский Посад Сити-Центр;0001389;Центральный регион;00005550003814648;09:00;21:00;2012-05-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1689;rozn1389@gloria-jeans.ru;г.Павловский Посад, ул.Большая Покровская, д.35
626;м-н Анапа ТЦ Красная Площадь;0001392;Южный регион;00005550003814651;10:00;22:00;2012-05-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1680;rozn1392@gloria-jeans.ru;Краснодарский край, г Анапа , Астраханская, 99
627;м-н Казань ТЦ Бахетле;0001393;Поволжье;00005550003814652;10:00;21:00;2012-07-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1739;rozn1393@gloria-jeans.ru;рес. Татарстан, г. Казань, Авиастроительный район, ул. Ленинградская 27
628;м-н Тихорецк Октябрьская;0001394;Южный регион;00005550003921016;10:00;20:00;2012-06-01 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1691;rozn1394@gloria-jeans.ru;г. Тихорецк, ул. Октябрская 58 а
629;м-н Москва Солнцево 0-8;0001395;Центральный регион;00005550003970023;10:00;22:00;2012-01-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1370;rozn1395@gloria-jeans.ru;г.Москва, Боровское шоссе, вл. 6
631;м-н Майкоп Пролетарская 0-13;0001397;Южный регион;00005550004058962;10:00;20:00;2012-03-22 00:00:00.000;UTC +03:00;Подготовка к закрытию;+7-8772-57-03-18;1664;rozn1397@gloria-jeans.ru;г. Майкоп, ул. Краснооктябрьская 29
633;м-н Южно-Сахалинск ТЦ Калинка;0001399;Дальний Восток;00005550004121702;09:00;20:00;2012-08-18 00:00:00.000;UTC +11:00;Действует;8-800-500-82-82;1763;rozn1399@gloria-jeans.ru;г. Южно-Сахалинск, ул. Сахалинская 69
635;м-н Томск Юбилейный;0001401;Сибирь;00005550004121704;10:00;21:00;2012-06-14 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1696;rozn1401@gloria-jeans.ru;г.Томск, ул.Елизаровых,41
636;м-н Рязань ТЦ Премьер;0001402;Центральный регион;00005550004121705;10:00;22:00;2012-06-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1731;rozn1402@gloria-jeans.ru;г.Рязань, Московское шоссе 21
637;м-н Ногинск ТЦ Атак;0001403;Центральный регион;00005550004121706;10:00;21:00;2012-07-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1746;rozn1403@gloria-jeans.ru;г. Ногинск, ул. Трудовая, д.11
638;м-н Ульяновск ТЦ Аквамолл;0001404;Поволжье;00005550004121707;10:00;22:00;2012-08-09 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1754;rozn1404@gloria-jeans.ru;г.Ульяновск, Московское шоссе,108
640;м-н Ульяновск ТЦ Альянс Атриум;0001406;Поволжье;00005550004121709;09:00;21:00;2012-07-07 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1736;rozn1406@gloria-jeans.ru;г.Ульяновск, ул.Рябикова, 70
647;м-н Изобильный ТЦ Москва;0001413;Южный регион;00005550004121716;09:00;20:00;2012-07-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1738;rozn1413@gloria-jeans.ru;Ставропольский край, г. Изобильный, пер. Ленина 10
648;м-н Анжеро-Судженск ТЦ Сибирский городок;0001414;Сибирь;00005550004121717;10:00;20:00;2012-08-16 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1759;rozn1414@gloria-jeans.ru;Кемеровская обл.,г.  Анжеро-Судженск ул. Ленина 13а
650;м-н Петрозаводск ТЦ Макси;0001416;Северо-Западный регион;00005550004121719;10:00;21:00;2012-08-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1761;rozn1416@gloria-jeans.ru;г. Петрозаводск, пр. Ленина 14
651;м-н Тихвин Маркса;0001417;Северо-Западный регион;00005550004121720;10:00;21:00;2012-08-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1773;rozn1417@gloria-jeans.ru;Ленинградская обл., г. Тихвин, Карла Маркса 16
655;м-н Шадринск ТЦ Монетка;0001421;Урал;00005550004121743;10:00;21:00;2012-08-30 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1966;rozn1421@gloria-jeans.ru;Курганская обл.г.Шадринск, ул.Свердлова, в районе д.77
657;м-н Альметьевск ТЦ Час Пик;0001423;Поволжье;00005550004121745;09:00;20:00;2012-08-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1772;rozn1423@gloria-jeans.ru;г. Альметьевск, ул.Ленина, д.1«В»
658;м-н Кореновск Карла Маркса;0001424;Южный регион;00005550004121746;09:00;20:00;2012-08-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1765;rozn1424@gloria-jeans.ru;г. Кореновск, ул. К. Маркса 318б
659;м-н Луховицы ТЦ Кадо;0001425;Центральный регион;00005550004121747;10:00;22:00;2012-08-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1814;rozn1425@gloria-jeans.ru;Московская обл., г. Луховицы, ул. Пушкина 125
660;м-н Кропоткин Красная;0001426;Южный регион;00005550004121749;10:00;20:00;2012-11-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1794;rozn1426@gloria-jeans.ru;Краснодарский край, г.Кропоткин, ул.Красная 116 лит. А,Б
661;м-н Бузулук Ленина;0001427;Поволжье;00005550004121750;10:00;20:00;2012-09-12 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1776;rozn1427@gloria-jeans.ru;г. Бузулук , ул. Ленина 7-9
662;м-н Глазов ТЦ Пассаж;0001428;Поволжье;00005550004121751;10:00;21:00;2012-09-13 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1777;rozn1428@gloria-jeans.ru;Удмуртская республика. г. Глазов, пл. Свободы 1
663;м-н Сызрань ТЦ Москва;0001429;Поволжье;00005550004121766;09:00;19:00;2012-09-21 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1022;rozn1429@gloria-jeans.ru;г. Сызрань, Московская 33
664;м-н Лыткарино ТЦ Весна;0001430;Центральный регион;00005550004121767;10:00;22:00;2012-10-13 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1784;rozn1430@gloria-jeans.ru;Московская область, г. Лыткарино, ул. Парковая,строение 2
665;м-н Таганрог ТЦ Мармелад;0001431;Южный регион;00005550004121768;10:00;22:00;2016-09-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1994;rozn1431@gloria-jeans.ru;г. Таганрог, пл. Мира, 7
666;м-н Барнаул ТЦ Первомайский;0001432;Сибирь;00005550004121769;10:00;21:00;2012-08-04 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1750;rozn1432@gloria-jeans.ru;г. Барнаул, пр. Красноармейский 58
667;м-н Уфа ТЦ Планета;0001433;Поволжье;00005550004121770;10:00;22:00;2016-08-26 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1990;rozn1433@gloria-jeans.ru;Республика Башкортостан, г. Уфа, ул. Энтузиастов, 20
668;м-н Белово ТЦ Сибирский городок;0001434;Сибирь;00005550004121771;10:00;21:00;2012-09-26 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1782;rozn1434@gloria-jeans.ru;Кемеровская обл., г. Белово, ул. Чкалова 11
669;м-н Хабаровск Суворова;0001435;Дальний Восток;00005550004121772;10:00;21:00;2012-08-26 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1767;rozn1435@gloria-jeans.ru;г.Хабаровск, ул. Суворова 25
670;м-н С.-Петербург ТЦ Охта Молл;0001436;Северо-Западный регион;00005550004121787;10:00;22:00;2016-09-30 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1996;rozn1436@gloria-jeans.ru;г. С.-Петербург, ул.Магнитогорская улица, дом 11, литера Н
673;м-н Абакан ТЦ Фестиваль;0001439;Сибирь;00005550004121790;10:00;20:00;2012-10-18 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1787;rozn1439@gloria-jeans.ru;г.Абакан, ул.Щетинкина, 59
674;м-н Нижний Новгород ТЦ РИО;0001440;Центральный регион;00005550004121791;10:00;22:00;2012-11-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1795;rozn1440@gloria-jeans.ru;г. Нижний Новгород, Московское шоссе 12
675;м-н Красногорск ТЦ Июнь;0001441;Центральный регион;00005550004121792;10:00;22:00;2012-10-13 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1785;rozn1441@gloria-jeans.ru;Московская область, г. Красногорск , ул Коммунальный квартал 3
676;м-н Москва ТЦ Свиблово;0001442;Центральный регион;00005550004121793;10:00;22:00;2012-08-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1760;rozn1442@gloria-jeans.ru;г. Москва, ул.Снежная влад.27 А,Б,В
677;м-н Воронеж ТЦ Армада;0001443;Центральный регион;00005550004121794;10:00;21:00;2012-10-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1789;rozn1443@gloria-jeans.ru;г. Воронеж, ул. Героев Сибиряков 65, корп. А
678;м-н Красногорск ТЦ Солнечный Рай;0001444;Центральный регион;00005550004121796;10:00;22:00;2012-08-25 00:00:00.000;UTC +03:00;Подготовка к закрытию;+7-926-001-43-22;1766;rozn1444@gloria-jeans.ru;Московская область, г. Красногорск, ул. Ленина 35А
679;м-н Махачкала Казбекова;0001445;Южный регион;00005550004121798;10:00;20:00;2012-10-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1786;rozn1445@gloria-jeans.ru; г. Махачкала, ул. Казбекова 161
680;м-н Челябинск ТЦ КС;0001446;Урал;00005550004121799;10:00;21:00;2012-11-03 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1790;rozn1446@gloria-jeans.ru;г. Челябинск ул. Черкасская 15
681;м-н Сургут ТЦ Аура;0001447;Урал;00005550004121800;10:00;22:00;2012-11-03 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1350;rozn1447@gloria-jeans.ru;г. Сургут, Нефтеюганское шоссе 1
683;м-н Сургут ТЦ Сити Молл;0001449;Урал;00005550004121802;10:00;22:00;2012-11-15 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1224;rozn1449@gloria-jeans.ru;г. Сургут, Югорский тракт 38
684;м-н Мытищи ТЦ Июнь;0001450;Центральный регион;00005550004121805;10:00;22:00;2013-01-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1811;rozn1450@gloria-jeans.ru;Московская обл.,г.Мытищи, ул. Мира, строение 51
811;м-н Снежинск ТЦ Клондайк;0001577;Урал;00005550004121878;10:00;22:00;2013-10-31 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1882;rozn1577@gloria-jeans.ru;Челябинская область, г. Снежинск, ул. Транспортная, дом 35, помещение 1
813;м-н Брянск ТЦ Аэропарк;0001579;Центральный регион;00005550004121880;10:00;22:00;2013-11-08 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1888;rozn1579@gloria-jeans.ru;г.Брянск, ул. Объездная, д.30
686;м-н Нальчик ТЦ Галерея;0001452;Южный регион;00005550004121882;10:00;22:00;2012-11-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1982;rozn1452@gloria-jeans.ru;г.Нальчик, ул.Кирова,1д
814;м-н Крымск ТЦ Троицкий;0001580;Южный регион;00005550004121883;09:00;20:00;2013-10-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1872;rozn1580@gloria-jeans.ru;г.Крымск, ул.Троицкая, дом №121-а
687;м-н Туймазы ТЦ Иремель;0001453;Поволжье;00005550004121884;10:00;21:00;2012-11-17 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1793;rozn1453@gloria-jeans.ru;Республика Башкортостан, г. Туймазы, ул. Горького 41, литер А
688;м-н Ульяновск ТЦ Самолет;0001454;Поволжье;00005550004121885;10:00;21:00;2012-12-08 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1801;rozn1454@gloria-jeans.ru;г. Ульяновск, проспект Ульяновский 1
815;м-н Волхов Гагарина;0001581;Северо-Западный регион;00005550004121886;10:00;21:00;2013-10-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1880;rozn1581@gloria-jeans.ru;г. Волхов, ул. Юрия Гагарина, д.26
